"x"
"1",-4.03861821347519
"2",-5.16674548456671
"3",-5.57338695561586
"4",-5.44563289854662
"5",-2.07239975556528
"6",-4.69319046158958
"7",-5.58965940229394
"8",-59.2658478278295
"9",-41.9831520747462
"10",447.702848549813
"11",3
